Proje,Masraf Merkezi,Proje Kodu,Tip,System, Longtitude ,Latitude
Serdivan cadde 54,SRD 306,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 307,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 308,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 309,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 310,SRD,3+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 311,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 312,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 313,SRD,3+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 401,SRD,3+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 402,SRD,3.5+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 403,SRD,3+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 404,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 405,SRD,2+1,Long, 40.776750 , 30.364826 
Serdivan cadde 54,SRD 406,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 407,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 408,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 409,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 410,SRD,3+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 411,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 412,SRD,2+1,Fixed , 40.776750 , 30.364826 
Serdivan cadde 54,SRD 413,SRD,3+1,Fixed , 40.776750 , 30.364826 
Taksim 360,TAK 044,TAK,3+1,Mang., 41.036629 , 28.979201 
Depo,TEM,Tem,yok,Fixed ,#N/A,#N/A
